ril,location,prop_hybrid,mean_visits,growth_rate,petal_area_mm,asd_mm,protandry,petal_color,date_first_flw,node_first_flw,petal_perim_mm,stem_dia_mm,lwc,crossDir,num_hybrid,offspring_genotyped
B125,SR,NA,NA,0.78,85.327,3.8,3,NA,95.4,16.2,54.831,2.046,0.821,NA,NA,NA
B126,SR,NA,NA,0.728,97.3804,3.3,4,NA,95.2,15.2,65.0098,1.958,0.8341,NA,NA,NA
B128,SR,0.125,0.4167,0.732,42.38895696,0.44667937,0.599173081,pink,93.50221719,19.45839529,42.20691378,1.738,0.826,B,1,8
B129,SR,0.125,3,0.488,82.52540134,1.129983179,2.986460678,pink,93.50221719,16.11515502,65.75224943,2.082,0.8154,B,1,8
B13,SR,NA,NA,1.124,64.3894,0.5,1.8,NA,97,19.8,48.0648,1.782,0.853,NA,NA,NA
B130,SR,0.125,1.6154,0.352,69.3108564,0.731389291,1.110734709,white,92.81691049,14.70747491,46.90808789,2.22,0.8041,B,1,8
B131,SR,0,0.75,0.141,65.6506598,0.503621355,1.792816879,white,88.70507032,11.71615468,47.55220019,1.918,0.847,B,0,8
B132,SR,0.25,2.3333,0.576,97.6783509,1.357751116,2.815940135,pink,92.1316038,14.17959487,55.89544261,1.982,0.8031,B,2,8
B135,SR,0.75,0.75,0.668,57.62432261,0.845273259,1.792816879,pink,93.67354386,18.75455523,47.07697158,1.93,0.8066,B,6,8
B136,SR,0.25,7.4167,0.6,61.71886043,2.154938893,2.815940135,pink,94.53017723,15.05939494,55.7416551,2.036,0.8254,B,2,8
B137,SR,0,0.4,1,77.74924734,1.073041195,1.622296337,white,97.44273069,18.05071518,50.91122826,1.952,0.829,B,0,8
B138,SR,NA,NA,0.14,85.8362,2.14,2.2,white,90.4,16.8,56.6234,2.27,0.7739,NA,NA,NA
B139,SR,NA,0.1538,1.4,88.1534,2.4,2.2,pink,98.9961,17.2,58.4131,1.892,0.8344,NA,NA,NA
B14,SR,0,1.7778,0.528,52.42315909,0.503621355,1.451775794,white,102.0685509,20.16223534,43.94973697,1.606,0.8637,B,0,8
B140,SR,NA,NA,1.412,46.5834,0.1,0.4,NA,95.2,19.6,46.6418,2.3593,0.8513,NA,NA,NA
B17,SR,NA,NA,1.432,62.3888,0.4,1.8,NA,98.6,20.8,48.5957,2.066,0.8672,NA,NA,NA
B18,SR,0,0,0.856,57.25982651,1.471635084,1.622296337,pink,96.75742399,19.81031532,51.69707966,2.042,0.8614,B,0,8
B19,SR,NA,NA,1.068,NA,0.7,2,white,102.8,21,NA,1.584,0.8305,NA,NA,NA
B2,SR,NA,NA,0.56,38.487,0.4,0.4,NA,95.2,16,40.6837,1.828,0.834,NA,NA,NA
B22,SR,NA,NA,1.36,71.2251,1.5,1.8,NA,100.2,22.6,47.4834,1.688,0.8492,NA,NA,NA
B23,SR,0,0.6667,0.68,67.9661854,1.585519052,2.133857965,white,95.90079062,18.93051525,53.82005634,2.06,0.8369,B,0,8
B26,SR,NA,NA,1.576,60.114,2,2.2,NA,100.6,23,47.6018,2.1037,0.8442,NA,NA,NA
B27,SR,0,1.5833,1.116,101.4202835,0.44667937,2.815940135,white,96.92875066,17.69879515,60.52205873,1.992,0.8572,B,0,8
B3,SR,0.125,0.5,1.42,43.29991168,0.617505323,2.133857965,pink,97.10007734,25.08911573,40.72144171,1.688,0.8447,B,1,8
B30,SR,0.25,0.4167,0.96,67.77292164,1.300809132,2.986460678,white,95.04415725,17.87475516,51.60830069,2.12,0.8584,B,2,8
B31,SR,0.375,0.75,1.228,62.40921413,1.016099211,1.622296337,pink,95.55813727,19.81031532,46.36583942,1.966,0.8634,B,3,8
B32,SR,NA,NA,1.028,45.7878,0.6,1.2,NA,97.4,17.4,48.5297,1.62,0.8592,NA,NA,NA
B33,SR,NA,0.5833,1.18,58.0038,0.4,1.8,pink,98.4,22.4,49.917,1.964,0.8717,NA,NA,NA
B34,SR,0.125,0,0.976,51.1176391,0.617505323,1.963337422,white,95.21548393,19.81031532,47.46234075,1.976,0.8798,B,1,8
B36,SR,NA,NA,0.968,66.6855,0.5,2.8,NA,99,21.2,52.3877,2.028,0.85,NA,NA,NA
B37,SR,0,NA,1.72,72.72422441,0.959157227,2.567571778,NA,97.41815766,18.93051525,60.00023683,2.33,0.8372,B,0,8
B4,SR,NA,NA,1.236,55.7498,1.2,1.4,NA,96.8,22.4,42.6478,1.864,0.8437,NA,NA,NA
B40,SR,0,0,0.704,67.4596263,0.617505323,1.110734709,white,93.84487054,14.70747491,45.43735184,1.9799,0.8175,B,0,8
B42,SR,0,0.0909,1.728,35.48618135,0.560563339,0.940214166,white,96.41477064,22.27375551,40.7009127,2.076,0.8564,B,0,8
B45,SR,0,0.75,0.484,66.59796896,0.788331275,1.792816879,white,92.47425715,15.23535495,46.78092163,1.916,0.8275,B,0,8
B46,SR,0.125,0.5833,1.484,53.64170316,1.016099211,0.940214166,NA,97.78538403,21.21799543,41.88313165,2.218,0.8386,B,1,8
B47,SR,0,1,1.024,57.83293238,0.845273259,1.110734709,pink,93.15956384,17.52283513,43.60126586,2.002,0.8233,B,0,8
B48,SR,0,0.3846,1.464,56.54221284,1.073041195,1.622296337,white,98.6420174,19.6343553,46.44310327,1.928,0.8417,B,0,8
B49,SR,0,0,0.956,61.16554966,0.503621355,0.428652538,white,97.61405736,19.45839529,48.83382278,2.136,0.8236,B,0,8
B52,SR,NA,NA,0.124,76.2432,0.1,2.4,pink,89.8,12.8,49.3892,1.812,0.8505,NA,NA,NA
B53,SR,NA,NA,1.34,54.2653,0.8,0.4,NA,99.4,18,44.5732,1.744,0.8593,NA,NA,NA
B54,SR,0.125,0.5833,0.5,85.41491318,0.617505323,1.792816879,white,93.15956384,14.70747491,55.03106317,1.87,0.8534,B,1,8
B55,SR,0,NA,0.36,84.35340159,0.902215243,2.133857965,white,91.4462971,12.77191476,55.11479993,2.296,0.8672,B,0,8
B57,SR,NA,NA,1.708,69.1157,1.9,2.2444,NA,100.4,25.2,46.6012,1.888,0.8254,NA,NA,NA
B58,SR,0,1.5833,0.784,83.67009038,0.560563339,1.792816879,white,95.21548393,14.35555488,53.92843915,1.796,0.8731,B,0,8
B6,SR,NA,NA,1.236,41.3716,0.7,1,NA,97.8,20.8,42.4486,1.874,0.8661,NA,NA,NA
B61,SR,0,1.0833,1.544,59.59795921,0.788331275,2.304378507,pink,97.61405736,19.81031532,54.37571965,2.104,0.8416,B,0,8
B62,SR,0,0.4167,1.44,37.72550069,0.731389291,0.769693623,white,96.24344397,24.56123569,40.22442354,2.106,0.8675,B,0,8
B65,SR,0,0.25,1.156,56.81596926,0.560563339,1.281255251,white,97.78538403,21.21799543,50.10467464,2.198,0.8847,B,0,8
B67,SR,NA,NA,0.976,63.043,1,1.6,NA,99,20.4,56.0352,1.956,0.836,NA,NA,NA
B68,SR,0.25,0.0833,0.88,56.66654489,0.503621355,1.622296337,white,93.67354386,16.99495509,49.13833645,2.15,0.8383,B,2,8
B70,SR,NA,NA,0.996,53.4685,1.3,1.4,NA,102.4,26,45.7377,1.966,0.8555,NA,NA,NA
B72,SR,NA,NA,0.58,74.002,0.4,1.4,NA,93.2,15.6,47.2538,1.81,0.8679,NA,NA,NA
B73,SR,0,0.3333,0.868,42.5663514,0.617505323,1.963337422,pink,95.21548393,19.10647526,41.93283347,1.844,0.875,B,0,8
B76,SR,NA,NA,0.42,72.1712,0.3,1,pink,93,15.8,53.4364,1.798,0.8554,NA,NA,NA
B78,SR,NA,NA,1.256,55.7588,1.6,2.2,NA,93.8,17.4,52.7346,2.214,0.8435,NA,NA,NA
B8,SR,0,0.3333,1.488,47.91768698,1.186925164,0.940214166,pink,97.10007734,28.60831601,38.70617707,1.814,0.8477,B,0,8
B81,SR,0.375,1.8462,0.828,71.45975679,0.959157227,1.792816879,white,93.33089052,15.763235,50.94542971,1.978,0.8242,B,3,8
B82,SR,NA,NA,0.532,40.05,0.46,1,NA,92.4,16.8,40.524,1.812,0.8459,NA,NA,NA
B83,SR,NA,NA,0.8,61.475,1.3,1.6,NA,94.4,15.8,49.5972,1.926,0.8617,NA,NA,NA
B84,SR,NA,NA,1.108,57.5063,0.7,1.8,NA,98.6,23,49.224,2.128,0.8238,NA,NA,NA
B85,SR,0.375,0.3333,1.468,76.15645425,1.129983179,2.986460678,pink,96.58609732,20.8660754,54.9456589,2.13,0.8488,B,3,8
B87,SR,NA,NA,1.572,NA,2.5,2.8,NA,102,19.4,NA,2.08,0.8244,NA,NA,NA
B89,SR,NA,NA,0.9,89.8976,0.3,2.8,NA,95.6,17,52.1928,2.094,0.8231,NA,NA,NA
B9,SR,0,1,0.928,61.78245456,0.560563339,1.622296337,white,98.29936406,23.15355558,51.0502539,1.762,0.8525,B,0,7
B92,SR,NA,NA,1.032,61.4748,0,2.2,NA,94.6,17.6,48.4488,1.912,0.8862,NA,NA,NA
B95,SR,0,0.1667,1.764,68.86213492,0.731389291,2.304378507,white,98.81334408,22.80163555,46.95159956,2.092,0.8444,B,0,8
B96,SR,NA,NA,1.492,43.6788,0.7,2.2,NA,97.6,24.6,39.192,1.9,0.8724,NA,NA,NA
B97,SR,NA,NA,1.096,41.4776,0.3,0.8,NA,95,19.4,39.9394,2.02,0.8766,NA,NA,NA
B98,SR,0,0.4615,1.088,40.75966894,0.503621355,0.940214166,white,95.72946395,21.39395544,40.47185215,1.722,0.8738,B,0,8
B99,SR,NA,NA,1.312,49.1016,0.6,0.4,NA,101.4,24.6,47.9549,1.92,0.843,NA,NA,NA
A1,US,0.285714286,NA,1.272,43.9521979,0.44667937,1.281255251,white,95.3868106,20.51415537,43.07237369,1.924,0.8311,A,2,7
A100,US,0,NA,1.448,55.78633409,1.073041195,1.110734709,pink,96.75742399,25.26507575,43.84227594,2.328,0.8376,A,0,8
A102,US,0,NA,1.8,51.7031169,0.674447307,0.940214166,pink,97.95671071,24.91315572,47.29936921,2.422,0.8421,A,0,4
A104,US,0,NA,0.816,57.28095396,0.959157227,1.281255251,white,95.21548393,15.58727498,47.01340368,1.826,0.8236,A,0,8
A106,US,0,NA,0.728,68.55463728,1.4146931,2.815940135,white,96.75742399,18.4026352,55.7193253,1.89,0.8249,A,0,5
A107,US,0,NA,1.764,66.33973412,0.788331275,1.963337422,pink,101.5545709,24.91315572,51.04836578,1.954,0.8316,A,0,8
A108,US,0,NA,1.584,51.99376208,0.731389291,0.940214166,white,98.6420174,22.97759557,41.02091317,2.12,0.8355,A,0,8
A109,US,0,NA,1.476,48.07140174,0.560563339,1.281255251,white,98.98467075,24.38527568,39.9568057,1.95,0.827,A,0,8
A111,US,0,NA,1.144,51.56436541,1.016099211,1.622296337,white,94.87283058,17.34687512,40.444552,1.846,0.8477,A,0,8
A114,US,0,NA,1.984,49.36940574,1.642461036,1.281255251,pink,99.84130412,26.49679584,47.33070334,2.018,0.8295,A,0,5
A115,US,0.125,NA,0.968,65.72478546,0.959157227,2.133857965,pink,98.47069073,22.97759557,46.43297728,1.902,0.8246,A,1,8
A118,US,0,NA,1.64,52.33256263,0.617505323,1.110734709,pink,96.24344397,23.85739564,43.9266687,2.164,0.8323,A,0,8
A119,US,0,NA,0.864,50.20268286,0.902215243,1.110734709,pink,100.5266108,24.20931566,47.25179995,1.898,0.8214,A,0,8
A123,US,0,NA,1.584,76.64377995,0.731389291,2.133857965,pink,98.6420174,22.80163555,53.79831299,2.202,0.8112,A,0,8
A124,US,0,NA,0.312,60.9280086,0.788331275,1.963337422,white,92.1316038,17.52283513,46.69808526,2.192,0.8099,A,0,8
A126,US,0,NA,1.072,42.05910227,0.560563339,0.940214166,white,94.35885056,19.6343553,41.36684502,1.954,0.8165,A,0,8
A128,US,0.125,NA,1.056,64.16755089,1.016099211,1.451775794,NA,97.61405736,19.81031532,52.62862858,2.082,0.8565,A,1,8
A129,US,0,NA,0.924,54.45691818,0.674447307,1.110734709,white,93.15956384,16.81899508,40.24477247,1.93,0.8258,A,0,8
A13,US,0,NA,1.608,45.3690694,1.300809132,2.304378507,pink,94.53017723,21.21799543,44.58125604,2.076,0.831,A,0,8
A132,US,0,NA,1.592,54.18188066,0.560563339,1.281255251,pink,97.10007734,22.0977955,43.01258745,2.024,0.8326,A,0,8
A136,US,0.375,NA,0.776,87.04991132,0.959157227,2.645419592,pink,93.15956384,15.05939494,51.13865453,2.144,0.8198,A,3,8
A14,US,0,NA,0.696,45.16719447,0.44667937,0.769693623,white,96.92875066,24.03335565,43.73817143,2.132,0.8376,A,0,8
A16,US,0,NA,1.1,53.68624211,0.44667937,2.304378507,pink,94.87283058,18.93051525,49.58043052,2.044,0.8227,A,0,8
A17,US,0,NA,1.6,36.66779584,0.44667937,1.281255251,white,96.41477064,21.39395544,37.36782958,1.986,0.8299,A,0,8
A18,US,0,NA,0.596,49.00108738,0.845273259,1.451775794,pink,95.21548393,22.62567554,42.6236167,1.998,0.8264,A,0,8
A19,US,0,NA,1.912,43.48659079,1.528577068,1.745270316,pink,99.27889097,26.8613562,43.54467761,2.186,0.8046,A,0,8
A2,US,0,NA,1.488,50.41015504,0.617505323,1.963337422,pink,95.72946395,23.68143562,46.74616637,2.184,0.8298,A,0,8
A21,US,0,NA,1.676,61.54653126,1.4146931,1.963337422,NA,97.78538403,22.44971552,48.07156187,2.05,0.8329,A,0,8
A25,US,0.25,NA,1.648,74.51369883,1.129983179,1.792816879,pink,98.98467075,24.73719571,53.34631493,2.088,0.8196,A,2,8
A28,US,0,NA,1.152,56.67612076,0.674447307,1.451775794,pink,98.6420174,22.62567554,51.07578238,1.99,0.8437,A,0,8
A31,US,0,NA,0.96,72.50859493,0.959157227,1.963337422,pink,98.98467075,21.04203541,54.2007852,2.202,0.8079,A,0,8
A35,US,0,NA,1.404,63.15915695,0.731389291,1.792816879,pink,101.2119175,22.97759557,49.99665498,2.278,0.8273,A,0,8
A43,US,0,NA,1.192,43.51137652,1.016099211,1.451775794,pink,94.35885056,20.8660754,44.23766522,1.996,0.8112,A,0,8
A44,US,0,NA,1.36,53.75837998,0.959157227,2.47489905,pink,95.04415725,17.34687512,51.224012,2.284,0.8401,A,0,8
A46,US,0,NA,0.896,112.387345,0.902215243,2.645419592,white,97.44273069,20.16223534,60.83634893,2.276,0.8499,A,0,8
A47,US,0,NA,1.54,64.96982585,1.528577068,2.645419592,pink,95.72946395,21.92183548,47.60826759,2.056,0.8375,A,0,8
A49,US,0,NA,1.188,66.34253619,0.617505323,2.304378507,white,97.27140401,17.17091511,55.66638206,2.116,0.8283,A,0,4
A50,US,0.125,NA,1.412,93.17688609,0.560563339,2.133857965,white,98.12803738,17.87475516,54.84770402,1.948,0.8347,A,1,8
A51,US,0,NA,0.864,51.62178949,0.953908099,0.892564336,pink,98.77091661,23.48107276,44.2742987,2.1393,0.8386,A,0,8
A57,US,0,NA,0.596,76.50350715,1.129983179,2.133857965,pink,96.24344397,18.75455523,63.9087802,2.216,0.8131,A,0,8
A59,US,0,NA,1.628,70.86263495,0.617505323,2.304378507,pink,97.44273069,20.33819536,54.73042173,2.106,0.8429,A,0,7
A63,US,0.375,NA,0.884,73.9719379,0.902215243,1.963337422,pink,100.0126308,23.68143562,54.09464959,2.176,0.8125,A,3,8
A64,US,0,NA,1.16,43.3509221,0.44667937,0.599173081,white,97.10007734,18.22667519,36.5511711,1.998,0.857,A,0,8
A67,US,0,NA,1.104,72.93620388,0.389737386,2.304378507,white,95.90079062,16.64303507,50.16856869,2.154,0.8194,A,0,8
A69,US,0,NA,1.112,33.81520945,1.186925164,0.258131995,white,95.72946395,19.45839529,35.62880621,2.128,0.8459,A,0,8
A70,US,0,NA,1.26,49.64278114,1.275209046,2.136564439,white,100.6979375,18.4026352,41.66461839,1.8703,0.8421,A,0,8
A73,US,0,NA,1.272,52.24465775,0.560563339,1.281255251,white,98.47069073,22.97759557,46.25287019,2.256,0.8359,A,0,8
A76,US,0,NA,1.42,72.64327465,0.788331275,2.47489905,white,97.61405736,18.57859522,48.99427322,2.128,0.8079,A,0,8
A77,US,0,NA,1.788,40.20420267,0.503621355,0.599173081,white,100.3552841,22.0977955,37.90630176,1.664,0.8284,A,0,8
A78,US,0,NA,0.484,51.18863494,0.503621355,0.769693623,pink,92.30293047,14.88343493,41.93193308,1.994,0.8372,A,0,8
A79,US,0,NA,1.06,75.99111891,0.503621355,2.133857965,white,95.21548393,15.05939494,51.49845247,1.902,0.8219,A,0,8
A83,US,0,NA,1.144,44.10180309,0.389737386,0.940214166,white,96.0721173,20.31189805,40.16913927,2.07,0.8452,A,0,8
A87,US,0,NA,1.288,65.86041159,0.44667937,1.792816879,NA,95.72946395,19.45839529,53.38586098,2.194,0.8375,A,0,8
A89,US,0,NA,0.92,59.32689052,0.959157227,2.304378507,NA,93.50221719,18.57859522,47.50772067,1.864,0.827,A,0,7
A9,US,0,NA,0.9376,47.75246898,0.959157227,0.769693623,NA,96.08319072,21.56991545,48.80558463,2.084,0.8249,A,0,8
A91,US,0,NA,1.428,47.19630829,1.528577068,1.110734709,pink,97.10007734,21.74587547,43.86544182,1.87,0.8226,A,0,8
A92,US,0,NA,1.328,65.1690508,0.617505323,2.133857965,pink,97.10007734,18.57859522,50.54818025,2.04,0.8558,A,0,8
A96,US,0,NA,1.288,77.07430685,1.4146931,2.815940135,white,98.29936406,18.05071518,56.98813975,1.974,0.8203,A,0,8
A97,US,0,NA,1.124,43.12860804,0.44667937,1.451775794,NA,95.55813727,19.81031532,45.72403769,2.12,0.8547,A,0,8
A98,US,0,NA,1.076,72.92097689,0.845273259,1.963337422,white,95.3868106,18.93051525,52.34860566,1.932,0.8238,A,0,2
A99,US,0,NA,1.284,64.84439063,1.243867148,1.963337422,pink,96.24344397,23.32951559,46.33522598,2.078,0.8418,A,0,8
B100,US,0,NA,0.924,41.5109306,0.788331275,0.769693623,white,99.15599742,20.8660754,40.54640487,1.966,0.8755,B,0,5
B103,US,0,NA,2.168,47.87562242,0.731389291,0.769693623,white,98.81334408,26.84871587,41.79003079,1.94,0.8421,B,0,8
B104,US,0,NA,0.596,71.58595047,0.617505323,1.963337422,pink,93.50221719,17.17091511,56.15781778,1.76,0.8522,B,0,8
B105,US,0,NA,0.852,46.58627697,0.959157227,1.110734709,pink,97.27140401,20.69011539,46.36205776,1.606,0.8694,B,0,8
B108,US,0,NA,1.356,81.33670328,1.073041195,2.815940135,pink,96.75742399,21.04203541,55.32285831,2.004,0.8327,B,0,8
B112,US,0,NA,0.884,52.60055767,0.617505323,1.792816879,white,94.53017723,17.87475516,41.94940074,1.924,0.835,B,0,8
B113,US,0.25,NA,0.376,62.74744366,1.69940302,0.940214166,white,93.50221719,15.41131497,53.76618793,1.822,0.8681,B,2,8
B115,US,0,NA,1.112,58.1049245,0.845273259,1.622296337,pink,93.33089052,18.93051525,41.47759364,2.332,0.8424,B,0,8
B117,US,0,NA,0.364,60.97768666,0.731389291,0.599173081,white,93.67354386,14.5315149,50.37980142,1.758,0.8743,B,0,8
B118,US,0,NA,0.332,75.84760453,0.788331275,2.986460678,white,93.67354386,15.23535495,57.37515215,1.966,0.857,B,0,8
B119,US,0,NA,1.02,49.74663891,0.788331275,1.963337422,pink,95.55813727,20.16223534,49.14265835,2.098,0.8771,B,0,8
B12,US,0,NA,0.956,61.61607825,0.674447307,0.940214166,white,95.55813727,20.16223534,49.6038408,2.142,0.8416,B,0,8
B120,US,0.571428571,NA,0.708,103.1758656,1.69940302,3.15698122,pink,96.0721173,15.93919501,63.14686575,2.116,0.864,B,4,7
B121,US,0,NA,1.784,64.45163834,1.243867148,2.133857965,pink,98.12803738,25.44103576,45.43771746,2.068,0.8333,B,0,8
B123,US,0,NA,1.408,47.67272277,1.016099211,1.451775794,white,96.24344397,21.56991545,44.62465509,2.018,0.8506,B,0,7
B124,US,0,NA,1.08,56.83803887,0.503621355,2.645419592,pink,95.72946395,18.22667519,52.70084028,2.038,0.8377,B,0,8
B128,US,0,NA,0.732,42.38895696,0.44667937,0.599173081,pink,93.50221719,19.45839529,42.20691378,1.738,0.826,B,0,8
B129,US,0,NA,0.488,82.52540134,1.129983179,2.986460678,pink,93.50221719,16.11515502,65.75224943,2.082,0.8154,B,0,8
B130,US,0,NA,0.352,69.3108564,0.731389291,1.110734709,white,92.81691049,14.70747491,46.90808789,2.22,0.8041,B,0,8
B131,US,0,NA,0.141,65.6506598,0.503621355,1.792816879,white,88.70507032,11.71615468,47.55220019,1.918,0.847,B,0,8
B132,US,0,NA,0.576,97.6783509,1.357751116,2.815940135,pink,92.1316038,14.17959487,55.89544261,1.982,0.8031,B,0,8
B135,US,0.125,NA,0.668,57.62432261,0.845273259,1.792816879,pink,93.67354386,18.75455523,47.07697158,1.93,0.8066,B,1,8
B136,US,0,NA,0.6,61.71886043,2.154938893,2.815940135,pink,94.53017723,15.05939494,55.7416551,2.036,0.8254,B,0,2
B139,US,0,NA,1.4,86.08968245,1.756345004,2.133857965,pink,98.56416847,17.52283513,56.86780532,1.892,0.8344,B,0,5
B14,US,0,NA,0.528,52.42315909,0.503621355,1.451775794,white,102.0685509,20.16223534,43.94973697,1.606,0.8637,B,0,8
B18,US,0.25,NA,0.856,57.25982651,1.471635084,1.622296337,pink,96.75742399,19.81031532,51.69707966,2.042,0.8614,B,2,8
B19,US,0,NA,1.068,NA,0.788331275,1.963337422,pink,101.8972242,20.8660754,NA,1.584,0.8305,B,0,8
B2,US,0.125,NA,0.56,39.88886511,0.617505323,0.599173081,pink,95.3868106,16.46707505,41.63948446,1.828,0.834,B,1,8
B22,US,0,NA,1.36,70.4819151,1.243867148,1.792816879,white,99.66997745,22.27375551,47.63956954,1.688,0.8492,B,0,8
B23,US,0,NA,0.68,67.9661854,1.585519052,2.133857965,white,95.90079062,18.93051525,53.82005634,2.06,0.8369,B,0,8
B27,US,0,NA,1.116,101.4202835,0.44667937,2.815940135,white,96.92875066,17.69879515,60.52205873,1.992,0.8572,B,0,8
B30,US,0,NA,0.96,67.77292164,1.300809132,2.986460678,white,95.04415725,17.87475516,51.60830069,2.12,0.8584,B,0,8
B31,US,0,NA,1.228,62.40921413,1.016099211,1.622296337,pink,95.55813727,19.81031532,46.36583942,1.966,0.8634,B,0,8
B32,US,0,NA,1.028,46.73730944,0.731389291,1.281255251,white,97.27140401,17.69879515,48.52368446,1.62,0.8592,B,0,8
B33,US,0,NA,1.18,58.18981498,0.617505323,1.792816879,pink,98.12803738,22.0977955,49.77869755,1.964,0.8717,B,0,4
B34,US,0,NA,0.976,51.1176391,0.617505323,1.963337422,white,95.21548393,19.81031532,47.46234075,1.976,0.8798,B,0,8
B37,US,0,NA,1.72,72.72422441,0.959157227,2.567571778,NA,97.41815766,18.93051525,60.00023683,2.33,0.8372,B,0,8
B42,US,0,NA,1.728,35.48618135,0.560563339,0.940214166,white,96.41477064,22.27375551,40.7009127,2.076,0.8564,B,0,8
B45,US,0,NA,0.484,66.59796896,0.788331275,1.792816879,white,92.47425715,15.23535495,46.78092163,1.916,0.8275,B,0,8
B46,US,0,NA,1.484,53.64170316,1.016099211,0.940214166,NA,97.78538403,21.21799543,41.88313165,2.218,0.8386,B,0,8
B47,US,0,NA,1.024,57.83293238,0.845273259,1.110734709,pink,93.15956384,17.52283513,43.60126586,2.002,0.8233,B,0,4
B48,US,0,NA,1.464,56.54221284,1.073041195,1.622296337,white,98.6420174,19.6343553,46.44310327,1.928,0.8417,B,0,8
B49,US,0,NA,0.956,61.16554966,0.503621355,0.428652538,white,97.61405736,19.45839529,48.83382278,2.136,0.8236,B,0,8
B52,US,0.25,NA,0.124,75.54801348,0.44667937,2.304378507,pink,90.76099041,13.65171483,49.30346894,1.812,0.8505,B,1,4
B54,US,0,NA,0.5,85.41491318,0.617505323,1.792816879,white,93.15956384,14.70747491,55.03106317,1.87,0.8534,B,0,8
B55,US,0,NA,0.36,84.35340159,0.902215243,2.133857965,white,91.4462971,12.77191476,55.11479993,2.296,0.8672,B,0,8
B58,US,0,NA,0.784,83.67009038,0.560563339,1.792816879,white,95.21548393,14.35555488,53.92843915,1.796,0.8731,B,0,8
B6,US,0,NA,1.236,42.3611677,0.788331275,1.110734709,white,97.61405736,20.69011539,43.05418571,1.874,0.8661,B,0,8
B65,US,0,NA,1.156,56.81596926,0.560563339,1.281255251,white,97.78538403,21.21799543,50.10467464,2.198,0.8847,B,0,8
B67,US,0,NA,0.976,62.97959323,0.959157227,1.622296337,pink,98.6420174,20.33819536,55.12607004,1.956,0.836,B,0,8
B68,US,0,NA,0.88,56.66654489,0.503621355,1.622296337,white,93.67354386,16.99495509,49.13833645,2.15,0.8383,B,0,8
B73,US,0,NA,0.868,42.5663514,0.617505323,1.963337422,pink,95.21548393,19.10647526,41.93283347,1.844,0.875,B,0,8
B76,US,0,NA,0.42,71.67274432,0.560563339,1.110734709,pink,93.50221719,16.29111504,52.94754858,1.798,0.8554,B,0,8
B8,US,0,NA,1.488,47.91768698,1.186925164,0.940214166,pink,97.10007734,28.60831601,38.70617707,1.814,0.8477,B,0,8
B81,US,0,NA,0.828,71.45975679,0.959157227,1.792816879,white,93.33089052,15.763235,50.94542971,1.978,0.8242,B,0,8
B83,US,0,NA,0.8,61.49331063,1.129983179,1.622296337,white,94.70150391,16.29111504,49.49075115,1.926,0.8617,B,0,8
B85,US,0,NA,1.468,76.15645425,1.129983179,2.986460678,pink,96.58609732,20.8660754,54.9456589,2.13,0.8488,B,0,8
B9,US,0,NA,0.928,61.78245456,0.560563339,1.622296337,white,98.29936406,23.15355558,51.0502539,1.762,0.8525,B,0,8
B95,US,0.125,NA,1.764,68.86213492,0.731389291,2.304378507,white,98.81334408,22.80163555,46.95159956,2.092,0.8444,B,1,8
B98,US,0,NA,1.088,40.75966894,0.503621355,0.940214166,white,95.72946395,21.39395544,40.47185215,1.722,0.8738,B,0,8
B99,US,0,NA,1.312,50.10324949,0.731389291,0.599173081,white,100.6979375,24.03335565,48.04921674,1.92,0.843,B,0,4
B126,NA,NA,NA,0.728,NA,NA,NA,NA,NA,NA,NA,1.958,0.8341,NA,NA,41