gene.length,n
2811.5,30
3037.1,30
2563.133333333333,30
2652.5666666666666,30
2832.1,30
2704.1,30
2666.3,30
2220.233333333333,30
2558.866666666667,30
1961.4,30
2458.6666666666665,30
2631.866666666667,30
2207.9666666666667,30
2540.233333333333,30
2258.233333333333,30
2993.766666666667,30
2833.366666666667,30
2211.9666666666667,30
2231.6666666666665,30
1951.9,30
2893.4,30
2739.266666666667,30
2184.7,30
1975.5666666666666,30
2245.1,30
2423.4,30
2964.4333333333334,30
1988.3666666666666,30
2731.5,30
2784.866666666667,30
2280.5,30
2380.9666666666667,30
3376.766666666667,30
2716.4333333333334,30
2662.6666666666665,30
2921.4,30
2288.7,30
2659.733333333333,30
2583.5333333333333,30
2494.233333333333,30
2988.133333333333,30
2873,30
2507.866666666667,30
2341.266666666667,30
2523.9,30
2389.8333333333335,30
2180.5,30
2366.5333333333333,30
2544.4333333333334,30
3127.8,30
2520.1666666666665,30
2403.6666666666665,30
2207.3,30
3172.133333333333,30
2491.366666666667,30
2474.0666666666666,30
2572.2,30
2472.0666666666666,30
2461.366666666667,30
2054.1666666666665,30
2277,30
3093,30
2267.766666666667,30
2644.7,30
2584.9333333333334,30
2520.6666666666665,30
2998.366666666667,30
3010.133333333333,30
2540.266666666667,30
3159.3,30
2462.866666666667,30
2740.0666666666666,30
2423.9666666666667,30
2242.5666666666666,30
2791.233333333333,30
2591.633333333333,30
2175.6,30
2450.4,30
2349.1666666666665,30
2621.8,30
2578.5666666666666,30
2906,30
2060.6666666666665,30
2342.9333333333334,30
2835.9,30
2658.5,30
2127.766666666667,30
3185,30
2730.8333333333335,30
2332.4,30
2122.8,30
2096,30
2606.9333333333334,30
3138.4666666666667,30
3120.3333333333335,30
2685.4,30
2473.4333333333334,30
2426.4666666666667,30
3179.8,30
2520.8,30
3007.1,30
2464.7,30
2717.3333333333335,30
3031,30
2671.0666666666666,30
2675.5666666666666,30
2188.733333333333,30
1884.9666666666667,30
2717.5666666666666,30
3308.8,30
3075.4666666666667,30
2056.9666666666667,30
2519.5666666666666,30
2884.4666666666667,30
2617.4333333333334,30
2507.8333333333335,30
2395.8,30
2510,30
2130.5,30
2418,30
1887.7333333333333,30
2371.366666666667,30
2424.9,30
2647.9333333333334,30
2851.9666666666667,30
2370.4,30
2572.6,30
2974.3333333333335,30
2908.5,30
2134.2,30
2662.8,30
2570.0666666666666,30
2288.5333333333333,30
2846.8,30
2062,30
3041.3,30
2423.633333333333,30
2558.633333333333,30
2108.233333333333,30
2333.0666666666666,30
2991.366666666667,30
2450.4333333333334,30
3192.0333333333333,30
2852.9,30
2407.5333333333333,30
3034.1,30
1981.8333333333333,30
3005.8,30
2374.5333333333333,30
2499.3333333333335,30
2761.766666666667,30
2398.9333333333334,30
2386.1,30
2435.6666666666665,30
2787.6666666666665,30
2233.633333333333,30
3275,30
2232.4,30
2680,30
2125.1,30
2487.5666666666666,30
2469.1,30
2703.733333333333,30
2472.9666666666667,30
2636.4,30
2543.9666666666667,30
2849.766666666667,30
2744.266666666667,30
2647.866666666667,30
2856.4333333333334,30
2623.2,30
3192.4666666666667,30
2607.4,30
2340.733333333333,30
2400,30
3105,30
2157.2,30
2965.8,30
2761.866666666667,30
2648.0333333333333,30
2373.0333333333333,30
2560.766666666667,30
2051.0333333333333,30
3111.766666666667,30
2133.733333333333,30
2742.0333333333333,30
2297.9333333333334,30
2773.733333333333,30
2291.4666666666667,30
2426.3333333333335,30
3640.9333333333334,30
2239.866666666667,30
2648.8,30
2205.3333333333335,30
2674.733333333333,30
2507.233333333333,30
2603.0333333333333,30
3016.633333333333,30
2442.233333333333,30
2276.1666666666665,30
2370.233333333333,30
2478.266666666667,30
2281.7,30
2052.233333333333,30
3258.1,30
2658.233333333333,30
2602.6666666666665,30
2640.0666666666666,30
2046.7666666666667,30
2762.9333333333334,30
2786.633333333333,30
2102.8,30
3060.5333333333333,30
2511.766666666667,30
2140.8,30
2281,30
2184.6666666666665,30
2702.6666666666665,30
2181.1666666666665,30
2106.733333333333,30
2210.6666666666665,30
2281.733333333333,30
2610.1666666666665,30
2930.2,30
2672.6,30
2658.2,30
2418.266666666667,30
2630.4,30
2261.266666666667,30
2347.5,30
2230.5333333333333,30
2067.766666666667,30
1867.1666666666667,30
2246.5666666666666,30
2221.5333333333333,30
3187.1,30
2646.5,30
3541.9333333333334,30
2626.866666666667,30
2513.766666666667,30
2914.4333333333334,30
2939,30
2704.9333333333334,30
2796.8,30
3850.1666666666665,30
2799.2,30
2422.1666666666665,30
2588.9333333333334,30
2723.4,30
2452.6666666666665,30
2340.1,30
2664.4666666666667,30
2160.8333333333335,30
2891.133333333333,30
2356.766666666667,30
2564.6666666666665,30
2450.3333333333335,30
2392.3,30
2354.4,30
2875.5,30
1787.9,30
3001.8,30
1850.7666666666667,30
2734.866666666667,30
2139.233333333333,30
3093.266666666667,30
2865.766666666667,30
2909.733333333333,30
2174.766666666667,30
2425.266666666667,30
2981.6,30
2667.9333333333334,30
2648.3333333333335,30
2454.6,30
2164.7,30
2831.9333333333334,30
2272.8333333333335,30
2325.1,30
2512.733333333333,30
2694.633333333333,30
2510.6,30
2451.266666666667,30
2324.233333333333,30
2759.866666666667,30
2690.9666666666667,30
3221.9666666666667,30
2602.266666666667,30
2798.5333333333333,30
2419.4333333333334,30
2318.9666666666667,30
2413.9666666666667,30
2255.4333333333334,30
2194.733333333333,30
2398.4,30
2707.6666666666665,30
3066.633333333333,30
2237.8333333333335,30
2607.233333333333,30
3305.633333333333,30
2254.733333333333,30
2689.233333333333,30
2962.133333333333,30
2766.633333333333,30
2666.1,30
2408.366666666667,30
2507.866666666667,30
2523.3333333333335,30
2690.266666666667,30
1893.9,30
3298.7,30
2435,30
3004.1,30
2780.6666666666665,30
2116.9666666666667,30
2264.866666666667,30
2327.4666666666667,30
2938.4666666666667,30
2611.3,30
2591.4,30
1838.5333333333333,30
2812.9333333333334,30
2530.3333333333335,30
2765.9333333333334,30
3034.8333333333335,30
2784.8,30
2343.0333333333333,30
2113.4,30
2700.8,30
2968.366666666667,30
2781.766666666667,30
2315.7,30
2602.766666666667,30
5552.633333333333,30
2512.9,30
3185.2,30
2669.866666666667,30
2298.9666666666667,30
2246.3333333333335,30
2974.1,30
2570.5333333333333,30
3143.0666666666666,30
2459.6,30
2729.633333333333,30
1862.3333333333333,30
2267.866666666667,30
2743.8,30
2454.3333333333335,30
3309.0666666666666,30
3218.266666666667,30
2281.5333333333333,30
3549.7,30
2540.2,30
2406.3333333333335,30
2032.0666666666666,30
2151.4333333333334,30
2171.4,30
2404.3333333333335,30
3039.133333333333,30
3037.5333333333333,30
2625.4666666666667,30
2343.3,30
2818,30
2361.5333333333333,30
2655.766666666667,30
2042.4666666666667,30
2103.266666666667,30
2792.0666666666666,30
2918.7,30
2645.233333333333,30
2301.4666666666667,30
3046.9333333333334,30
3210.3333333333335,30
2947.4333333333334,30
2299.5,30
2463.8333333333335,30
2823,30
2793.4666666666667,30
2104.8333333333335,30
2259.5333333333333,30
2968,30
2409.8333333333335,30
2786.1,30
2549.506,500
2763.048,500
2624,500
2667.434,500
2673.554,500
2500.252,500
2625.428,500
2601.768,500
2576.43,500
2605.306,500
2575.792,500
2521.514,500
2702.468,500
2656.482,500
2591.952,500
2522.174,500
2523.756,500
2624.126,500
2621.764,500
2586.552,500
2598.69,500
2581.542,500
2608.836,500
2844.06,500
2427.274,500
2325.194,500
2810.086,500
2656.056,500
2601.298,500
2594.022,500
2629.33,500
2359.52,500
2657.466,500
2593.658,500
2628.794,500
2534.958,500
2583.222,500
2566.518,500
2573.018,500
2850.6,500
2644.352,500
2560.522,500
2606.656,500
2626.184,500
2607.376,500
2527.7,500
2707.366,500
2545.086,500
2522.076,500
2635.36,500
2437.302,500
2571.834,500
2484.042,500
2682.624,500
2670.294,500
2616.294,500
2609.572,500
2895.828,500
2597.062,500
2698.098,500
2630.23,500
2754.046,500
2652.96,500
2582.742,500
2529.522,500
2503.044,500
2592.394,500
2564.196,500
2700.966,500
2634.81,500
2579.442,500
2530.772,500
2648.948,500
2477.202,500
2555.444,500
2568.974,500
2668.832,500
2772.958,500
2652.262,500
2536.724,500
2680.524,500
2694.922,500
2753.182,500
2651.134,500
2700.832,500
2536.778,500
2718.29,500
2530.808,500
2571.596,500
2661.698,500
2507.316,500
2727.008,500
2437.932,500
2837.836,500
2500.032,500
2541.18,500
2554.32,500
2541.76,500
2660.346,500
2707.86,500
2679.802,500
2578.334,500
2798.346,500
2594.29,500
2671.654,500
2654.2,500
2759.788,500
2601.258,500
2562.118,500
2631.426,500
2529.106,500
2542.318,500
2744.388,500
2561.404,500
2621.856,500
2714.298,500
2569.564,500
2583.608,500
2914.868,500
2531.78,500
2698.728,500
2597.39,500
2766.018,500
2690.342,500
2701.598,500
2624.42,500
2598.44,500
2648.014,500
2620.502,500
2626.304,500
2608.17,500
2494.432,500
2464.436,500
2542.916,500
2649.23,500
2786.518,500
2725.564,500
2473.524,500
2824.224,500
2579.536,500
2513.992,500
2585.672,500
2654.106,500
2424.432,500
2560.066,500
2674.512,500
2665.506,500
2618.012,500
2596.4,500
2668.322,500
2493.03,500
2664.752,500
2543.994,500
2587.364,500
2687.164,500
2637.34,500
2630.996,500
2727.26,500
2488.89,500
2612.968,500
2696.332,500
2574.52,500
2648.644,500
2710.696,500
2549.296,500
2681.552,500
2579.48,500
2680.086,500
2601.416,500
2624.074,500
2684.492,500
2543.396,500
2612.714,500
2550.7,500
2703.942,500
2693.368,500
2518.106,500
2721.884,500
2550.904,500
2616.198,500
2768.356,500
2565.184,500
2793.772,500
2568.492,500
2573.97,500
2609.026,500
2557.334,500
2668.782,500
2647.142,500
2558.202,500
2572.412,500
2606.726,500
2575.58,500
2558.818,500
2512.11,500
2618.922,500
2603.578,500
2928.072,500
2620.15,500
2646.23,500
2631.672,500
2510.572,500
2640.908,500
2681.468,500
2685.872,500
2711.72,500
2792.842,500
2676.52,500
2486.672,500
2629.18,500
2579.704,500
2643.12,500
2549.214,500
2534.844,500
2491.58,500
2672.276,500
2489.21,500
2610.622,500
2520.434,500
2536.528,500
2606.596,500
2704.124,500
2660.79,500
2553.784,500
2477.474,500
2622.918,500
2481.682,500
2489.384,500
2641.958,500
2564.568,500
2532.848,500
2592.086,500
2556.076,500
2610.35,500
2525.558,500
2746.496,500
2646.068,500
2585.576,500
2593.732,500
2569.516,500
2780.654,500
2513.308,500
2733.076,500
2506.586,500
2584.96,500
2524.672,500
2602.862,500
2649.914,500
2554.974,500
2628.884,500
2616.916,500
2620.298,500
2725.862,500
2603.576,500
2578.148,500
2666.926,500
2587.49,500
2485.914,500
2531.064,500
2706.048,500
2653.884,500
2859.038,500
2460.358,500
2592.704,500
2722.356,500
2466.314,500
2699.742,500
2705.804,500
2632.4,500
2616.588,500
2705.004,500
2553.268,500
2669.288,500
2512.056,500
2389.512,500
2636.37,500
2696.696,500
2621.18,500
2670.33,500
2574.746,500
2583.466,500
2565.57,500
2626.242,500
2684.372,500
2699.51,500
2485.398,500
2640.942,500
2685.466,500
2704.422,500
2692.8,500
2558.592,500
2488.958,500
2637.08,500
2663.808,500
2790.162,500
2593.448,500
2423.148,500
2838.37,500
2605.368,500
2430.258,500
2643.916,500
2739.712,500
2547.22,500
2863.922,500
2654.984,500
2492.828,500
2444.802,500
2441.638,500
2737.486,500
2679.47,500
2587.242,500
2534.098,500
2621.24,500
2689.018,500
2532.066,500
2660.99,500
2579.43,500
2772.53,500
2622.956,500
2651.698,500
2552.076,500
2712.036,500
2571.27,500
2681.604,500
2579.658,500
2628.392,500
2537.836,500
2687.506,500
2489.488,500
2724.08,500
2537.152,500
2558.34,500
2962.046,500
2695.966,500
2630.094,500
2561.606,500
2491.274,500
2759.484,500
2644.872,500
2691.1,500
2621.824,500
2822.262,500
2538.332,500
2703.062,500
2556.822,500
2739.252,500
2799.074,500
2454.748,500
2727.78,500
2637.308,500
2525.876,500
2800.386,500
2554.148,500
2630.962,500
2515.692,500
2468.518,500
2591.788,500
2594.926,500
2658.298,500
2657.152,500
2569.378,500
2707.794,500
2690.71,500
2543.992,500
2634.324,500
2638.24,500
2584.222,500
2572.676,500
2591.474,500
2580.606,500
2501.756,500
2618.706,500
2623.916,500
2782.918,500
2599.048,500
2523.406,500
2727.402,500
2601.548,500
2453.94,500
2457.458,500
2866.606,500
2630.596,500
2590.464,500
2525.126,500
2811.538,500
2718.674,500
2392.056,500
2661.434,500
2510.4,500
2700.286,500
2629.104,500
2580.554,500
2625.028,500
2583.662,500
2609.984,500
2652.09,500
2655.886,500
2566.282,500
2704.348,500
2609.12,500
2587.884,500
2607.758,500
2584.112,500
2577.42,500
2659.982,500
2511.798,500
2648.472,500
2574.5,500
2586.902,500
2608.398,500
2496.67,500
2653.518,500
2565.086,500
2547.326,500
2571.322,500
2601.822,500
2735.386,500
2552.088,500
2655.954,500
2583.402,500
2815.226,500
2574.824,500
2785.114,500
2516.466,500
2618.278,500
2536.184,500
2608.64,500
2783.848,500
2494.436,500
2593.11,500
2852.536,500
2710.884,500
2680.182,500
2785.998,500
2496.584,500
2725.896,500
2639.374,500
2695.196,500
2679.234,500
2677.348,500
2626.886,500
2532.094,500
2538.782,500
2662.946,500
2713.062,500
2543.588,500
2627.036,500
2654.226,500
2515.054,500
2776.798,500
2653.254,500
2538.878,500
2641.102,500
2603.906,500
2559.138,500
2611.36,500
2610.886,500
2589.666,500
2607.356,500
2735.206,500
2690.064,500
2641.618,500
2711.264,500
2497.192,500
2610.496,500
2634.668,500
2600.962,500
2580.202,500
2688.354,500
2599.14,500
2845.064,500
2566.834,500
2587.61,500
2480.236,500
2576.756,500
2731.196,500
2620.44,500
2510.858,500
2429.612,500
2540.192,500
2528.524,500
2575.472,500
2880.502,500
2614.942,500
2669.82,500
2479.862,500
2529.048,500
2543.874,500
2521.678,500
2695.034,500
2586.196,500
2579.998,500
2684.586,500
2504.328,500
2607.716,500
2511.888,500
2680.866,500
2598.714,500
2574.374,500
2553.646,500
2631.69,500
2571.544,500
2650.888,500
2577.898,500
2577.764,500
2620.244,500
2638.556,500
2543.668,500
2665.254,500
2437.278,500
2508.844,500
2665.516,500
2591.298,500
2545.918,500
2690.14,500
2463.918,500
2659.414,500
2535.216,500
2661.596,500
2517.054,500
2546.586,500
2673.228,500
2582.196,500
2455.28,500
2635.928,500
2616.938,500
2654.362,500
2774.91,500
2569.6,500
2752.544,500
2602.042,500
2539.36,500
2694.022,500
2748.96,500
2565.198,500
2819.956,500
2698.754,500
2712.808,500
2666.032,500
2737.578,500
2597.678,500
2567.398,500
2635.448,500
2616.574,500
2452.206,500
2626.364,500
2665.8,500
2423.378,500
2603.01,500
2567.756,500
2544.864,500
2509.18,500
2590.08,500
2533.112,500
2664.018,500
2610.894,500
2489.454,500
2838.344,500
2582.054,500
2597.432,500
2631.86,500
2490.282,500
2565.104,500
2624.958,500
2704.338,500
2656.462,500
2758.074,500
2603.052,500
2705.246,500
2754.302,500
2566.478,500
2610.632,500
2561.432,500
2590.774,500
2623.896,500
2584.386,500
2526.756,500
2535.588,500
2658.948,500
2699.41,500
2575.798,500
2593.754,500
2585.826,500
2583.424,500
2530.514,500
2423.394,500
2635.128,500
2581.302,500
2932.628,500
2565.276,500
2617.374,500
2482.572,500
2721.284,500
2617.184,500
2523.308,500
2618.284,500
2489.2,500
2643.65,500
2566.04,500
2757.398,500
2698.438,500
2544.614,500
2664,500
2560.892,500
2624.65,500
2639.646,500
2491.682,500
2561.61,500
2572.788,500
2605.598,500
2646.894,500
2528.748,500
2723.62,500
2544.14,500
2610.394,500
2606.486,500
2713.624,500
2664.008,500
2618.908,500
2688.314,500
2538.246,500
2605.988,500
2632.956,500
2652.388,500
2503.098,500
2684.924,500
2638.482,500
2770.49,500
2703.536,500
2630.31,500
2611.542,500
2671.89,500
2561.018,500
2752.018,500
2693.7,500
2732.47,500
2757.232,500
2769.198,500
2647.658,500
2636.806,500
2849.246,500
2579.982,500
2575.114,500
2528.642,500
2649.604,500
2663.858,500
2686.212,500
2609.66,500
2606.442,500
2674.13,500
2668.914,500
2536.706,500
2592.29,500
2426.282,500
2646.906,500
2637.354,500
2629.89,500
2660.41,500
2483.756,500
2533.21,500
2529.806,500
2565.486,500
2434.72,500
2521.948,500
2687.246,500
2627.378,500
2883.016,500
2616.716,500
2614.256,500
2690.024,500
2609.628,500
2512.222,500
2853.256,500
2639.826,500
2760.834,500
2481.496,500
2470.17,500
2622,500
2575.732,500
2626.852,500
2664.542,500
3039.554,500
2599.08,500
2671.184,500
2648.69,500
2419.484,500
2659.878,500
2646.874,500
2592.044,500
2780.95,500
2519.202,500
2550.376,500
2631.03,500
2659.882,500
2778.106,500
2561.39,500
2662.118,500
2509.854,500
2660.422,500
2734.744,500
2555.876,500
2756.834,500
2742.644,500
2625.694,500
2738.382,500
2624.978,500
2707.712,500
2640.854,500
2617.772,500
2517.508,500
2626.354,500
2690.23,500
2491.624,500
2550.178,500
2710.988,500
2699.862,500
2438.782,500
2557.916,500
2588.066,500
2564.142,500
2427.1,500
2627.844,500
2493.648,500
2651.95,500
2477.106,500
2566.236,500
2751.716,500
2592.432,500
2624.09,500
2577.168,500
2539.002,500
2593.714,500
2641.556,500
2625.032,500
2765.126,500
2763.026,500
2509.246,500
2555.408,500
2776.996,500
2669.752,500
2472.066,500
2869.508,500
2674.226,500
2547.534,500
2592.398,500
2545.872,500
2594.254,500
2645.372,500
2617.16,500
2682.738,500
2630.336,500
2724.274,500
2593.096,500
2675.034,500
2537.316,500
2545.714,500
2465.02,500
2692.576,500
2724.546,500
2620.52,500
2772.996,500
2689.188,500
2637.54,500
2576.908,500
2765.578,500
2678.926,500
2680.392,500
2536.754,500
2673.18,500
2522.244,500
2529.826,500
2670.278,500
2673.43,500
2642.698,500
2517.584,500
2603.07,500
2865.888,500
2761.104,500
2549.144,500
2787.168,500
2539.764,500
2753.584,500
2564.054,500
2613.228,500
2756.744,500
2580.006,500
2638.214,500
3042.648,500
2523.56,500
2679.532,500
2619.83,500
2664.262,500
2591.17,500
2736.948,500
2610.288,500
2600.806,500
2699.878,500
2517.834,500
2627.92,500
2453.732,500
2726.102,500
2592.848,500
2635.842,500
2551.448,500
2647.214,500
2647.456,500
2506.716,500
2738.558,500
2641.976,500
2722.086,500
2726.912,500
2557.578,500
2586.254,500
2524.596,500
2504.544,500
2632.486,500
2650.036,500
2616.142,500
2651.168,500
2709.072,500
2553.668,500
2570.432,500
2492.03,500
2508.832,500
2700.02,500
2648.098,500
2514.65,500
2646.106,500
2643.336,500
2754.554,500
2621.71,500
2740.586,500
2691.522,500
2693.13,500
2485.8,500
2547.98,500
2468.992,500
2603.254,500
2468.806,500
2486.56,500
2596.752,500
2706.428,500
2778.324,500
2623.184,500
2707.378,500
2622.278,500
2607.482,500
2690.31,500
2573.418,500
2762.91,500
2659.268,500
2601.33,500
2589.346,500
2518.414,500
2624.212,500
2635.25,500
2682.216,500
2709.07,500
2586.418,500
2556.99,500
2604.95,500
2698.622,500
2578.98,500
2619.536,500
2595.744,500
2611.1,500
2546.464,500
2523.33,500
2740.324,500
2717.296,500
2690.046,500
2670.674,500
2707.236,500
2699.986,500
2740.454,500
2562.838,500
2596.714,500
2811.266,500
2731.692,500
2611.262,500
2491.214,500
2584.422,500
2546.854,500
2605.862,500
2551.424,500
2604.638,500
2688.628,500
2616.616,500
2599.054,500
2442.562,500
2586.826,500
2561.312,500
2682.02,500
2671.242,500
2687.17,500
2589.858,500
2538.698,500
2447.37,500
2535.548,500
2606.028,500
2712.11,500
2861.264,500
2596.89,500
2555.118,500
2617.452,500
2677.992,500
2581.44,500
2646.196,500
2606.992,500
2500.096,500
2616.472,500
2524.272,500
2765.192,500
2621.638,500
2665.874,500
2673.754,500
2688.792,500
2576.802,500
2500.238,500
2486.658,500
2593.338,500
2611.378,500
2604.89,500
2623.212,500
2601.412,500
2569.138,500
2657.828,500
2605.48,500
2799.336,500
2586.67,500
2482.278,500
2437.816,500
2577.024,500
2552.936,500
2707.696,500
2537.976,500
2717.014,500
2547.914,500
2594.106,500
2754.624,500
2492.108,500
2718.186,500
2818.614,500
2678.966,500
2712.948,500
2535.732,500
2648.596,500
2583.844,500
2529.364,500
2700.234,500
2568.958,500
2674.032,500
2604.024,500
2586.378,500
2588.352,500
2608.37,500
2586.526,500
2539.096,500
2530.016,500
2646.27,500
2690.822,500
2661.62,500
2498.112,500
2624.872,500
2646.676,500
2610.208,500
2754.308,500
2551.572,500
2747.88,500
2466.754,500
2582.924,500
2627.37,500
2658.272,500
2619.176,500
2630.77,500
2720.448,500
2451.94,500
2661.616,500
2630.478,500
2574.756,500
2591.55,500
2735.23,500
2680.42,500
2685.998,500
2707.158,500
2659.93,500
2566.192,500
2616.424,500
2615.136,500
2690.97,500
2701.322,500
2739.378,500
2555.228,500
2815.9,500
2512.27,500
2704.586,500
2757.004,500
2684.468,500
2565.738,500
2489.846,500
